_country,appVersion,at,content,repliedAt,replyContent,reviewCreatedVersion,reviewId,score,thumbsUpCount,userImage,userName
in,4.113.1,2026-08-02 22:33:18,fast delivery but you're expensive,2026-08-02 22:34:10,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",4.113.1,d47f37a5-a8d8-496f-adf7-a47f5a5f62cb,5,0,https://play-lh.googleusercontent.com/a/ACg8ocLj4gYJwbll-sWUnCBX7WQ-gM7vWL2VC1jS2VQ-NgGvyymQZg=mo,ghomsi guiffo
in,4.113.1,2026-08-02 22:28:35,very Good,2026-08-02 22:34:11,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",4.113.1,935c6333-6e77-4b0d-afc8-15eba280fe43,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWZFGpdtRxmkUCN_225Eczsr64fsvbIQI6FGJkdysdXfxi6hXK6,Nuzaif Shamsi
in,4.113.1,2026-08-02 22:28:09,Good,2026-08-02 22:34:09,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,a2419824-b443-4eff-915b-882c1bdbd047,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJ5mnZV_c2WY--3rNDueqDiSitvxcz6ukWCn3-CumHJEgH3rw=mo,Omprakash Dubey
in,4.113.1,2026-08-02 22:25:27,good,2026-08-02 22:34:11,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",4.113.1,7e89f118-eda6-4c58-b9cd-90efd2756820,5,0,https://play-lh.googleusercontent.com/a/ACg8ocI53p8jmPFrBYWRIuzMYTEAXnebK4f9ubovn2dwCBKJyF0DTA=mo,Namra Siddiqui
in,4.113.1,2026-08-02 22:21:23,😞,2026-08-02 22:22:36,"Hey there, we are disappointed to know you feel this way about us. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",4.113.1,05d5c3cd-f927-433a-8bce-0e09841ca37e,3,0,https://play-lh.googleusercontent.com/a-/ALV-UjWnzHKSXKMWbIorNSzXdlZ7A2VUhayIUjB2zij10GkmTerixm0,Laxman Dolly
in,4.113.1,2026-08-02 22:19:31,it is very good app you get order within 15 minutes good quality,2026-08-02 22:22:38,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",4.113.1,05627c03-ed9e-40f9-95c1-393781ad2aef,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjU4izjob-0TnBtk48RVwi08TPDOFQylNu_RsjXeRk492e-nJw4b3Q,Parag Bajaj
in,4.112.0,2026-08-02 22:18:08,excellence app,2026-08-02 22:22:38,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.112.0,276b442d-90ea-4943-99be-2c0870ffe9d2,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJKvtrin3inC5ghz0HOHWM9oRlSXv1TDRkTnx7VK9S5M-dukA=mo,Mueen Khan
in,,2026-08-02 22:14:30,Simply the best hyperlocal grocer app,2026-08-02 22:22:38,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",,682bcca5-9fd1-414a-bde4-907c43c245f4,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJkxPZ0buwu_cVUjgTQ3PByCpZENRY9dOHF23XAv-HJCghv6Q=mo,Sajjad Basheer
in,4.113.1,2026-08-02 22:13:04,outstanding,2026-08-02 22:22:37,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,4.113.1,76405d47-4ab9-40e1-889e-5760c8359e4f,4,0,https://play-lh.googleusercontent.com/a-/ALV-UjXMeMsiBO2wBDe5h31IRS_jFhMHXWdW-iFRwthiCsBKdxPVAGwqcw,Asif Iqbal
in,4.113.1,2026-08-02 22:12:39,thankyou,2026-08-02 22:12:54,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,938ef877-9835-4975-865a-af34c3df2e9f,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWneCmRo9Aa-EqBxee6u4iaiFzPGj11CVU-zOrVISx4vV69BC0,Saravanan P
in,4.113.1,2026-08-02 21:55:59,good service,2026-08-02 22:03:14,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.113.1,c4233cb5-1ba1-44a3-a086-3838a776179f,3,0,https://play-lh.googleusercontent.com/a-/ALV-UjWZtT2x8gP6sGUCgNxv_yKmvjnyzQDZdDUCKbnVtpeeRCnWGbXT,Beno Fdozjillu
in,4.113.1,2026-08-02 21:55:28,good,2026-08-02 22:03:15,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,5e0a2d98-df60-4011-bf2c-83fa23aae104,5,0,https://play-lh.googleusercontent.com/a/ACg8ocKzHZzjQsrVZGIfp6iIp4qCnvKDB4ygL6jqaz1ZpVJuRskcVQ=mo,raju patel
in,4.113.1,2026-08-02 21:53:13,free delivery at 99rs I add 100+ than extended free delivery to 149 than 199 why?,2026-08-02 22:03:14,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",4.113.1,352c0319-e286-4cfb-b085-dfd0223da291,1,0,https://play-lh.googleusercontent.com/a/ACg8ocI4a79mwafmksGrcvIS12VYrsD02QkkhxiZyhxheFcENM1Plw=mo,dinesh bareth
in,4.112.0,2026-08-02 21:51:49,good,2026-08-02 21:52:54,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",4.112.0,2ed19040-6b0b-4e41-9702-5706fe59452e,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjXOximkVoudc39GNoZ0gaiBylga7j_xLUnBiw1zR53CmitXxJU0,sathya narayana
in,4.113.1,2026-08-02 21:49:43,what else to say other than Thank you for making our daily errands easier .,2026-08-02 21:52:53,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",4.113.1,a5660d71-3d7c-4fea-adc3-cc45234f37f4,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjXz-xoNEm2nKvXgFRf1QWgmmA0ZSTQ-hRQEs6YPXmTt7VR9Yrt8,Adriel George
in,4.113.1,2026-08-02 21:46:20,good,2026-08-02 21:52:55,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",4.113.1,a8d5a59d-e8b3-47f2-9240-2c05511e0c20,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJjUVc_O267MILJv6CP7_knsHqA53VCAk5gZeiuTcrmr6T9PQ=mo,TASLEEM AHMED
in,4.113.1,2026-08-02 21:45:45,"Very Easy to use, great discounts, product availability, quick delivery.",2026-08-02 21:52:53,Yay! We are super happy to know that you are enjoying our services. Thanks for taking the time out and sharing the review with a perfect star rating. Keep Ordering. 🙂,4.113.1,15a601c5-7844-475e-82ee-0c64c747c918,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJX6Es2c13pdi1HoVsH5tDRuF3ufOUW4NwvMKsiom95gbYqvA=mo,JZ Q
in,,2026-08-02 21:37:45,"Instamart Is Very good App Before This Service, all online shopping apps take 3 4 days for groceries etc. but instamart take 15 min only. Instamart Also Give coupons and Offers",2026-08-02 21:42:47,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",,9737cd98-064e-48ae-b9d6-28b6d609da1c,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJrKWguDOWVTWkWavr0VEgZESKkUD6RSu9iqC43Ce4n2Ayw7g=mo,Ayan Mirza
in,4.113.1,2026-08-02 21:37:06,good handling,2026-08-02 21:42:48,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,78304d64-e014-482e-8614-5336d972c34a,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVKAhWx0IEYmt3lpJ2YcPVBBAv_c0Dg9yslaCT-gy9Lz7xLK-QY,Jerin George
in,4.112.0,2026-08-02 21:34:59,goog hai,2026-08-02 21:42:48,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.112.0,1ff2a29e-37dd-4dae-8ac6-05a4f961d9fd,4,0,https://play-lh.googleusercontent.com/a/ACg8ocIwBWhciXP7LOzzseevJFqVTXOpNUIj5V0HQOc_0WFqi1Myxg=mo,Sanjay Pandey
in,4.113.1,2026-08-02 21:30:25,Instamart buying experience is good but at times product once bought is not shown again consistent availability is not maintained,2026-08-02 21:33:43,"Hey there, appreciate your feedback, we give utmost priority to our user's feedback and would request you to share yours on swiggysocial@swiggy.in and we can work towards implementing them to provide better services.",4.113.1,0bda668b-d968-4040-8c48-6ef080c62f50,4,0,https://play-lh.googleusercontent.com/a-/ALV-UjU8lfxBvdGnl9SPicHOqHkHlK6WBpv179SzI9TaVPOUaIqm2eE,Sindhupriya M
in,4.113.1,2026-08-02 21:28:55,"these are a bunch of scammers, they delivered less items and when I asked for help within a few seconds they denied refund or replacement",2026-08-02 21:33:43,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",4.113.1,a6972637-1b0e-46dc-ab7f-9a8f8aefae26,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjV9j4jwXxS2vyWo-LPDW55LG2r_lSrL9_I8nvfdEdLmOIuIqA7R,sheetal saxena
in,4.113.1,2026-08-02 21:23:25,nice,2026-08-02 21:23:50,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,412f3885-1fd1-4e27-834d-b51b97341c86,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjW1v7RStxv5abLwhv-NfKuwWyfVjEA7_A00adPVmdZc03g2Z1keGg,shradha kale
in,4.113.1,2026-08-02 21:23:09,bad app slow response,2026-08-02 21:23:48,"Hi there, that doesn't seem right. Please mail us the details of the issue at swiggysocial@swiggy.in from your registered email ID so that we can look into it and get back to you at the earliest.",4.113.1,2a63c3cb-9488-43aa-8495-d19638c8ca76,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjVBP6r9ZJU2CxARmr0mW0i7of-nnhp2t9FTsKjPnc-O-lhl16M,Divyanshu Mishra
in,4.113.1,2026-08-02 21:19:55,prices too high,2026-08-02 21:23:50,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",4.113.1,8bc7a03a-1026-42d9-a5da-63688c7d138a,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjWmTz6efBHYDxHUYD1hR-7vMGjIEjQVMpTDvewg8iuOrsUOiOXuoA,i sanku.nandhi
in,4.113.1,2026-08-02 21:17:54,good,2026-08-02 21:23:48,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,4.113.1,407b17dd-f273-42c2-949d-6b2b2b5c7900,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjViAR2vf6HPQxWDxMhjL3bIhN-7ht8ixSGragZEogbv3tmbmDBQ,Mohammed Nayaz
in,4.113.1,2026-08-02 21:08:18,Adding money to get free delivery is an amazing feature. Added money can be used on the next orders.,2026-08-02 21:13:04,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.113.1,4b47e3b7-6c50-4f9e-a53a-6e1d1bfefb54,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVpc6hEmuZr0HMb9k7gBMn_zQlb55A3t2WS9FfY-kQTuxEf51I6,Yash Ranka
in,4.113.1,2026-08-02 21:03:21,Excellent,2026-08-02 21:13:04,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,705f7070-03f1-4402-a522-ccc3810eb08c,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJel1hk4ruCrSSR5eZQeH1KUP-CYxDqzSyCDFjfGBLM8fMUgA=mo,Mohammedali Khan
in,4.113.1,2026-08-02 21:03:06,very good app,2026-08-02 21:13:04,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,5b7e30fa-0196-4523-9221-bab51fe79de1,5,0,https://play-lh.googleusercontent.com/a/ACg8ocJU02q68C66rxAr4E7bcS4-RR79eGt_xh30ECYl-c4QEkpozA=mo,Siddhi shishupal
in,4.113.1,2026-08-02 21:01:34,nice,2026-08-02 21:02:40,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",4.113.1,e75655fd-971d-421e-a00f-e9368bfc8fb4,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjUnzWeKr5VNqC352joSK2IdIA02GJt65KL_J8ANELp03wcQ0sU,Poonam G
in,4.113.1,2026-08-02 20:57:37,nice,2026-08-02 21:02:39,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,497d2a2e-20b6-455f-9cf4-c4be90e40abf,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjUzQyrC_WvVivfoptvaQleX8s1-jeCVf2UHS7Ustm3Vg8lon99kiw,Govindi Mehra
in,4.112.0,2026-08-02 20:52:11,acha hai,2026-08-02 20:53:05,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.112.0,b9304af0-5422-4109-8b3f-c96ae8e0ef52,4,0,https://play-lh.googleusercontent.com/a-/ALV-UjVNLGnFwAT0Gd3_UMp9k61rcVpc07us5wNr21ihoakaKkGNuVF3,ANWAR ANSARI
in,4.113.1,2026-08-02 20:50:10,good,2026-08-02 20:53:05,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",4.113.1,cbdb18bc-17d7-4bb1-a5c7-65072ddd6b48,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVVivIzkONvfkLIZSeLR-8NOPVEoNdrh0f7QBllySGYNIBJO5Bx,Selva
in,4.113.1,2026-08-02 20:48:37,"help full application for housewife, senior citizens. now rainy season too helpful",2026-08-02 20:53:06,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",4.113.1,2df4d681-ad58-4b12-aefe-f0fb095b1c23,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjUjneEGcseJ-tNFl6WjvHPlv3R3Ox3ryNWylRD8QucpnC3A9wzwPQ,Omkar patade
in,,2026-08-02 20:41:58,bakwas and ghatiya app,2026-08-02 20:42:28,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",,90425163-606f-40ad-908b-03570064ffcd,1,0,https://play-lh.googleusercontent.com/a/ACg8ocKysH1y566BFV31Z3IOL_XMHrfqTiuqq92E4f0_Joja1lY2Dw=mo,Rajni Soni
in,4.113.1,2026-08-02 20:39:10,don't waste time. Lot of genuine platforms and shops there.,2026-08-02 20:42:28,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",4.113.1,e3c16a5f-58a0-44a3-a6f5-a41b96a519b3,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjUlcaSuFEV4GmbBoNOeR0s6TdzoDBw27yd0YImieHS8_B09sAO1,Vignesh Yogi
in,4.113.1,2026-08-02 20:33:48,Good app,2026-08-02 20:42:27,"Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",4.113.1,e66f4757-fd64-43b0-a05c-a836a7d1e784,5,0,https://play-lh.googleusercontent.com/a/ACg8ocIrY4hORDr_ZUOPyDyOgd8FWE8gO1OfMcDMdPtWPY2jY-eQ=mo,anwar sadique
in,4.113.1,2026-08-02 20:33:18,Good,2026-08-02 20:42:27,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,1e9340cf-3bd8-459b-a2a4-46640c1c9d23,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVo1r-G1wcHIrok5IP1ZuCuC2WK9fF78lipYxkvWdlrtIC_5bLh8g,manohar sangamalla
